Year,Month,Day,Hour,Minute,DHI,DNI,
2018,1,15,4,30,0,0,N/A
2018,1,15,5,0,0,0,N/A
2018,1,15,5,30,0,0,N/A
2018,1,15,6,0,0,0,N/A
2018,1,15,6,30,0,0,N/A
2018,1,15,7,0,0,0,N/A
2018,1,15,7,30,4,15,N/A
2018,1,15,8,0,9,0,N/A
2018,1,15,8,30,14,0,N/A
2018,1,15,9,0,60,16,N/A
2018,1,15,9,30,137,100,N/A
2018,1,15,10,0,155,277,N/A
2018,1,15,10,30,170,323,N/A
2018,1,15,11,0,151,517,N/A
2018,1,15,11,30,152,566,N/A
2018,1,15,12,0,193,421,N/A
2018,1,15,12,30,221,300,N/A
2018,1,15,13,0,222,243,N/A
2018,1,15,13,30,208,242,N/A
2018,1,15,14,0,195,122,N/A
2018,1,15,14,30,165,67,N/A
2018,1,15,15,0,127,109,N/A
2018,1,15,15,30,101,275,N/A
2018,1,15,16,0,72,250,N/A
2018,1,15,16,30,43,156,N/A
2018,1,15,17,0,13,52,N/A
2018,1,15,17,30,0,0,N/A
2018,1,15,18,0,0,0,N/A
2018,1,15,18,30,0,0,N/A
2018,1,15,19,0,0,0,N/A
2018,1,15,19,30,0,0,N/A
2018,1,15,20,0,0,0,N/A
2018,1,15,20,30,0,0,N/A
2018,1,15,21,0,0,0,N/A
2018,1,15,21,30,0,0,N/A
2018,1,15,22,0,0,0,N/A
2018,1,15,22,30,0,0,N/A
2018,1,15,23,0,0,0,N/A
2018,1,15,23,30,0,0,N/A
2018,1,16,0,0,0,0,N/A
2018,1,16,0,30,0,0,N/A
2018,1,16,1,0,0,0,N/A
2018,1,16,1,30,0,0,N/A
2018,1,16,2,0,0,0,N/A
2018,1,16,2,30,0,0,N/A
2018,1,16,3,0,0,0,N/A
2018,1,16,3,30,0,0,N/A
2018,1,16,4,0,0,0,N/A
2018,1,16,4,30,0,0,N/A
2018,1,16,5,0,0,0,N/A
2018,1,16,5,30,0,0,N/A
2018,1,16,6,0,0,0,N/A
2018,1,16,6,30,0,0,N/A
2018,1,16,7,0,0,0,N/A
2018,1,16,7,30,7,10,N/A
2018,1,16,8,0,30,1,N/A
2018,1,16,8,30,59,6,N/A
2018,1,16,9,0,85,8,N/A
2018,1,16,9,30,136,84,N/A
2018,1,16,10,0,163,129,N/A
2018,1,16,10,30,185,235,N/A
2018,1,16,11,0,188,354,N/A
2018,1,16,11,30,189,158,N/A
2018,1,16,12,0,214,137,N/A
2018,1,16,12,30,204,213,N/A
2018,1,16,13,0,203,230,N/A
2018,1,16,13,30,200,67,N/A
2018,1,16,14,0,192,136,N/A
2018,1,16,14,30,158,68,N/A
2018,1,16,15,0,131,105,N/A
2018,1,16,15,30,96,88,N/A
2018,1,16,16,0,79,85,N/A
2018,1,16,16,30,40,36,N/A
2018,1,16,17,0,10,13,N/A
2018,1,16,17,30,0,0,N/A
2018,1,16,18,0,0,0,N/A
2018,1,16,18,30,0,0,N/A
2018,1,16,19,0,0,0,N/A
2018,1,16,19,30,0,0,N/A
2018,1,16,20,0,0,0,N/A
2018,1,16,20,30,0,0,N/A
2018,1,16,21,0,0,0,N/A
2018,1,16,21,30,0,0,N/A
2018,1,16,22,0,0,0,N/A
2018,1,16,22,30,0,0,N/A
2018,1,16,23,0,0,0,N/A
2018,1,16,23,30,0,0,N/A
2018,1,17,0,0,0,0,N/A
2018,1,17,0,30,0,0,N/A
2018,1,17,1,0,0,0,N/A
2018,1,17,1,30,0,0,N/A
2018,1,17,2,0,0,0,N/A
2018,1,17,2,30,0,0,N/A
2018,1,17,3,0,0,0,N/A
2018,1,17,3,30,0,0,N/A
2018,1,17,4,0,0,0,N/A
2018,1,17,4,30,0,0,N/A
2018,1,17,5,0,0,0,N/A
2018,1,17,5,30,0,0,N/A
2018,1,17,6,0,0,0,N/A
2018,1,17,6,30,0,0,N/A
2018,1,17,7,0,0,0,N/A
2018,1,17,7,30,7,18,N/A
2018,1,17,8,0,22,0,N/A
2018,1,17,8,30,47,0,N/A
2018,1,17,9,0,69,0,N/A
2018,1,17,9,30,100,1,N/A
2018,1,17,10,0,123,3,N/A
2018,1,17,10,30,169,67,N/A
2018,1,17,11,0,207,198,N/A
2018,1,17,11,30,215,284,N/A
2018,1,17,12,0,229,222,N/A
2018,1,17,12,30,187,468,N/A
2018,1,17,13,0,162,543,N/A
2018,1,17,13,30,167,483,N/A
2018,1,17,14,0,178,343,N/A
2018,1,17,14,30,166,262,N/A
2018,1,17,15,0,139,243,N/A
2018,1,17,15,30,102,260,N/A
2018,1,17,16,0,70,308,N/A
2018,1,17,16,30,43,221,N/A
2018,1,17,17,0,16,83,N/A
2018,1,17,17,30,0,0,N/A
2018,1,17,18,0,0,0,N/A
2018,1,17,18,30,0,0,N/A
2018,1,17,19,0,0,0,N/A
2018,1,17,19,30,0,0,N/A
2018,1,17,20,0,0,0,N/A
2018,1,17,20,30,0,0,N/A
2018,1,17,21,0,0,0,N/A
2018,1,17,21,30,0,0,N/A
2018,1,17,22,0,0,0,N/A
2018,1,17,22,30,0,0,N/A
2018,1,17,23,0,0,0,N/A
2018,1,17,23,30,0,0,N/A
2018,1,18,0,0,0,0,N/A
2018,1,18,0,30,0,0,N/A
2018,1,18,1,0,0,0,N/A
2018,1,18,1,30,0,0,N/A
2018,1,18,2,0,0,0,N/A
2018,1,18,2,30,0,0,N/A
2018,1,18,3,0,0,0,N/A
2018,1,18,3,30,0,0,N/A
2018,1,18,4,0,0,0,N/A
2018,1,18,4,30,0,0,N/A
2018,1,18,5,0,0,0,N/A
2018,1,18,5,30,0,0,N/A
2018,1,18,6,0,0,0,N/A
2018,1,18,6,30,0,0,N/A
2018,1,18,7,0,0,0,N/A
2018,1,18,7,30,6,18,N/A
2018,1,18,8,0,20,0,N/A
2018,1,18,8,30,38,0,N/A
2018,1,18,9,0,79,5,N/A
2018,1,18,9,30,137,89,N/A
2018,1,18,10,0,163,52,N/A
2018,1,18,10,30,171,35,N/A
2018,1,18,11,0,212,183,N/A
2018,1,18,11,30,224,241,N/A
2018,1,18,12,0,233,140,N/A
2018,1,18,12,30,228,93,N/A
2018,1,18,13,0,197,55,N/A
2018,1,18,13,30,146,7,N/A
2018,1,18,14,0,114,51,N/A
2018,1,18,14,30,82,16,N/A
2018,1,18,15,0,105,32,N/A
2018,1,18,15,30,38,0,N/A
2018,1,18,16,0,28,0,N/A
2018,1,18,16,30,14,0,N/A
2018,1,18,17,0,5,0,N/A
2018,1,18,17,30,0,0,N/A
2018,1,18,18,0,0,0,N/A
2018,1,18,18,30,0,0,N/A
2018,1,18,19,0,0,0,N/A
2018,1,18,19,30,0,0,N/A
2018,1,18,20,0,0,0,N/A
2018,1,18,20,30,0,0,N/A
2018,1,18,21,0,0,0,N/A
2018,1,18,21,30,0,0,N/A
2018,1,18,22,0,0,0,N/A
2018,1,18,22,30,0,0,N/A
2018,1,18,23,0,0,0,N/A
2018,1,18,23,30,0,0,N/A
2018,1,19,0,0,0,0,N/A
2018,1,19,0,30,0,0,N/A
2018,1,19,1,0,0,0,N/A
2018,1,19,1,30,0,0,N/A
2018,1,19,2,0,0,0,N/A
2018,1,19,2,30,0,0,N/A
2018,1,19,3,0,0,0,N/A
2018,1,19,3,30,0,0,N/A
2018,1,19,4,0,0,0,N/A
2018,1,19,4,30,0,0,N/A
2018,1,19,5,0,0,0,N/A
2018,1,19,5,30,0,0,N/A
2018,1,19,6,0,0,0,N/A
2018,1,19,6,30,0,0,N/A
2018,1,19,7,0,0,0,N/A
2018,1,19,7,30,10,14,N/A
2018,1,19,8,0,39,83,N/A
2018,1,19,8,30,61,438,N/A
2018,1,19,9,0,66,651,N/A
2018,1,19,9,30,73,728,N/A
2018,1,19,10,0,79,782,N/A
2018,1,19,10,30,83,816,N/A
2018,1,19,11,0,116,697,N/A
2018,1,19,11,30,121,718,N/A
2018,1,19,12,0,91,857,N/A
2018,1,19,12,30,91,860,N/A
2018,1,19,13,0,103,797,N/A
2018,1,19,13,30,155,543,N/A
2018,1,19,14,0,111,690,N/A
2018,1,19,14,30,129,365,N/A
2018,1,19,15,0,104,384,N/A
2018,1,19,15,30,69,662,N/A
2018,1,19,16,0,55,384,N/A
2018,1,19,16,30,34,180,N/A
2018,1,19,17,0,20,133,N/A
2018,1,19,17,30,0,0,N/A
2018,1,19,18,0,0,0,N/A
2018,1,19,18,30,0,0,N/A
2018,1,19,19,0,0,0,N/A
2018,1,19,19,30,0,0,N/A
2018,1,19,20,0,0,0,N/A
2018,1,19,20,30,0,0,N/A
2018,1,19,21,0,0,0,N/A
2018,1,19,21,30,0,0,N/A
2018,1,19,22,0,0,0,N/A
2018,1,19,22,30,0,0,N/A
2018,1,19,23,0,0,0,N/A
2018,1,19,23,30,0,0,N/A
2018,1,20,0,0,0,0,N/A
2018,1,20,0,30,0,0,N/A
2018,1,20,1,0,0,0,N/A
2018,1,20,1,30,0,0,N/A
2018,1,20,2,0,0,0,N/A
2018,1,20,2,30,0,0,N/A
2018,1,20,3,0,0,0,N/A
2018,1,20,3,30,0,0,N/A
2018,1,20,4,0,0,0,N/A
2018,1,20,4,30,0,0,N/A
2018,1,20,5,0,0,0,N/A
2018,1,20,5,30,0,0,N/A
2018,1,20,6,0,0,0,N/A
2018,1,20,6,30,0,0,N/A
2018,1,20,7,0,0,0,N/A
2018,1,20,7,30,14,143,N/A
2018,1,20,8,0,35,427,N/A
2018,1,20,8,30,45,632,N/A
2018,1,20,9,0,53,734,N/A
2018,1,20,9,30,59,803,N/A
2018,1,20,10,0,63,851,N/A
2018,1,20,10,30,66,881,N/A
2018,1,20,11,0,69,901,N/A
2018,1,20,11,30,71,912,N/A
2018,1,20,12,0,73,914,N/A
2018,1,20,12,30,77,904,N/A
2018,1,20,13,0,82,883,N/A
2018,1,20,13,30,96,803,N/A
2018,1,20,14,0,78,847,N/A
2018,1,20,14,30,74,819,N/A
2018,1,20,15,0,68,778,N/A
2018,1,20,15,30,62,715,N/A
2018,1,20,16,0,51,627,N/A
2018,1,20,16,30,44,329,N/A
2018,1,20,17,0,20,163,N/A
2018,1,20,17,30,0,0,N/A
2018,1,20,18,0,0,0,N/A
2018,1,20,18,30,0,0,N/A
2018,1,20,19,0,0,0,N/A
2018,1,20,19,30,0,0,N/A
2018,1,20,20,0,0,0,N/A
2018,1,20,20,30,0,0,N/A
2018,1,20,21,0,0,0,N/A
2018,1,20,21,30,0,0,N/A
2018,1,20,22,0,0,0,N/A
2018,1,20,22,30,0,0,N/A
2018,1,20,23,0,0,0,N/A
2018,1,20,23,30,0,0,N/A
2018,1,21,0,0,0,0,N/A
2018,1,21,0,30,0,0,N/A
2018,1,21,1,0,0,0,N/A
2018,1,21,1,30,0,0,N/A
2018,1,21,2,0,0,0,N/A
2018,1,21,2,30,0,0,N/A
2018,1,21,3,0,0,0,N/A
2018,1,21,3,30,0,0,N/A
2018,1,21,4,0,0,0,N/A
2018,1,21,4,30,0,0,N/A
2018,1,21,5,0,0,0,N/A
2018,1,21,5,30,0,0,N/A
2018,1,21,6,0,0,0,N/A
2018,1,21,6,30,0,0,N/A
2018,1,21,7,0,0,0,N/A
2018,1,21,7,30,14,109,N/A
2018,1,21,8,0,38,317,N/A
2018,1,21,8,30,65,368,N/A
2018,1,21,9,0,91,363,N/A
2018,1,21,9,30,97,549,N/A
2018,1,21,10,0,72,800,N/A
2018,1,21,10,30,97,733,N/A
2018,1,21,11,0,187,397,N/A
2018,1,21,11,30,100,796,N/A
2018,1,21,12,0,204,320,N/A
2018,1,21,12,30,228,303,N/A
2018,1,21,13,0,219,324,N/A
2018,1,21,13,30,223,212,N/A
2018,1,21,14,0,199,250,N/A
2018,1,21,14,30,179,196,N/A
2018,1,21,15,0,138,113,N/A
2018,1,21,15,30,117,155,N/A
2018,1,21,16,0,85,141,N/A
2018,1,21,16,30,50,71,N/A
2018,1,21,17,0,19,48,N/A
2018,1,21,17,30,0,0,N/A
2018,1,21,18,0,0,0,N/A
2018,1,21,18,30,0,0,N/A
2018,1,21,19,0,0,0,N/A
2018,1,21,19,30,0,0,N/A
2018,1,21,20,0,0,0,N/A
2018,1,21,20,30,0,0,N/A
2018,1,21,21,0,0,0,N/A
2018,1,21,21,30,0,0,N/A
2018,1,21,22,0,0,0,N/A
2018,1,21,22,30,0,0,N/A
2018,1,21,23,0,0,0,N/A
2018,1,21,23,30,0,0,N/A
2018,1,22,0,0,0,0,N/A
2018,1,22,0,30,0,0,N/A
2018,1,22,1,0,0,0,N/A
2018,1,22,1,30,0,0,N/A
2018,1,22,2,0,0,0,N/A
2018,1,22,2,30,0,0,N/A
2018,1,22,3,0,0,0,N/A
2018,1,22,3,30,0,0,N/A
2018,1,22,4,0,0,0,N/A
2018,1,22,4,30,0,0,N/A
2018,1,22,5,0,0,0,N/A
2018,1,22,5,30,0,0,N/A
2018,1,22,6,0,0,0,N/A
2018,1,22,6,30,0,0,N/A
2018,1,22,7,0,0,0,N/A
2018,1,22,7,30,4,10,N/A
2018,1,22,8,0,34,244,N/A
2018,1,22,8,30,25,48,N/A
2018,1,22,9,0,53,0,N/A
2018,1,22,9,30,56,0,N/A
2018,1,22,10,0,75,0,N/A
2018,1,22,10,30,170,47,N/A
2018,1,22,11,0,222,130,N/A
2018,1,22,11,30,234,101,N/A
2018,1,22,12,0,213,306,N/A
2018,1,22,12,30,224,155,N/A
2018,1,22,13,0,238,176,N/A
2018,1,22,13,30,211,280,N/A
2018,1,22,14,0,135,589,N/A
2018,1,22,14,30,91,747,N/A
2018,1,22,15,0,81,729,N/A
2018,1,22,15,30,101,361,N/A
2018,1,22,16,0,83,80,N/A
2018,1,22,16,30,48,37,N/A
2018,1,22,17,0,16,14,N/A
2018,1,22,17,30,0,0,N/A
2018,1,22,18,0,0,0,N/A
2018,1,22,18,30,0,0,N/A
2018,1,22,19,0,0,0,N/A
2018,1,22,19,30,0,0,N/A
2018,1,22,20,0,0,0,N/A
2018,1,22,20,30,0,0,N/A
2018,1,22,21,0,0,0,N/A
2018,1,22,21,30,0,0,N/A
2018,1,22,22,0,0,0,N/A
2018,1,22,22,30,0,0,N/A
2018,1,22,23,0,0,0,N/A
2018,1,22,23,30,0,0,N/A
2018,1,23,0,0,0,0,N/A
2018,1,23,0,30,0,0,N/A
2018,1,23,1,0,0,0,N/A
2018,1,23,1,30,0,0,N/A
2018,1,23,2,0,0,0,N/A
2018,1,23,2,30,0,0,N/A
2018,1,23,3,0,0,0,N/A
2018,1,23,3,30,0,0,N/A
2018,1,23,4,0,0,0,N/A
2018,1,23,4,30,0,0,N/A
2018,1,23,5,0,0,0,N/A
2018,1,23,5,30,0,0,N/A
2018,1,23,6,0,0,0,N/A
2018,1,23,6,30,0,0,N/A
2018,1,23,7,0,0,0,N/A
2018,1,23,7,30,16,80,N/A
2018,1,23,8,0,45,255,N/A
2018,1,23,8,30,66,256,N/A
2018,1,23,9,0,95,20,N/A
2018,1,23,9,30,116,221,N/A
2018,1,23,10,0,108,620,N/A
2018,1,23,10,30,89,816,N/A
2018,1,23,11,0,91,846,N/A
2018,1,23,11,30,91,864,N/A
2018,1,23,12,0,91,876,N/A
2018,1,23,12,30,90,880,N/A
2018,1,23,13,0,89,878,N/A
2018,1,23,13,30,86,866,N/A
2018,1,23,14,0,83,848,N/A
2018,1,23,14,30,78,819,N/A
2018,1,23,15,0,72,777,N/A
2018,1,23,15,30,66,715,N/A
2018,1,23,16,0,56,629,N/A
2018,1,23,16,30,43,481,N/A
2018,1,23,17,0,22,199,N/A
2018,1,23,17,30,0,0,N/A
2018,1,23,18,0,0,0,N/A
2018,1,23,18,30,0,0,N/A
2018,1,23,19,0,0,0,N/A
2018,1,23,19,30,0,0,N/A
2018,1,23,20,0,0,0,N/A
2018,1,23,20,30,0,0,N/A
2018,1,23,21,0,0,0,N/A
2018,1,23,21,30,0,0,N/A
2018,1,23,22,0,0,0,N/A
2018,1,23,22,30,0,0,N/A
2018,1,23,23,0,0,0,N/A
2018,1,23,23,30,0,0,N/A
2018,1,24,0,0,0,0,N/A
2018,1,24,0,30,0,0,N/A
2018,1,24,1,0,0,0,N/A
2018,1,24,1,30,0,0,N/A
2018,1,24,2,0,0,0,N/A
2018,1,24,2,30,0,0,N/A
2018,1,24,3,0,0,0,N/A
2018,1,24,3,30,0,0,N/A
2018,1,24,4,0,0,0,N/A
2018,1,24,4,30,0,0,N/A
2018,1,24,5,0,0,0,N/A
2018,1,24,5,30,0,0,N/A
2018,1,24,6,0,0,0,N/A
2018,1,24,6,30,0,0,N/A
2018,1,24,7,0,0,0,N/A
2018,1,24,7,30,8,17,N/A
2018,1,24,8,0,27,0,N/A
2018,1,24,8,30,51,0,N/A
2018,1,24,9,0,83,3,N/A
2018,1,24,9,30,113,15,N/A
2018,1,24,10,0,174,196,N/A
2018,1,24,10,30,172,406,N/A
2018,1,24,11,0,209,248,N/A
2018,1,24,11,30,239,167,N/A
2018,1,24,12,0,244,111,N/A
2018,1,24,12,30,237,65,N/A
2018,1,24,13,0,234,74,N/A
2018,1,24,13,30,185,19,N/A
2018,1,24,14,0,144,2,N/A
2018,1,24,14,30,89,0,N/A
2018,1,24,15,0,76,41,N/A
2018,1,24,15,30,109,66,N/A
2018,1,24,16,0,67,7,N/A
2018,1,24,16,30,39,0,N/A
2018,1,24,17,0,16,8,N/A
2018,1,24,17,30,2,8,N/A
2018,1,24,18,0,0,0,N/A
2018,1,24,18,30,0,0,N/A
2018,1,24,19,0,0,0,N/A
2018,1,24,19,30,0,0,N/A
2018,1,24,20,0,0,0,N/A
2018,1,24,20,30,0,0,N/A
2018,1,24,21,0,0,0,N/A
2018,1,24,21,30,0,0,N/A
2018,1,24,22,0,0,0,N/A
2018,1,24,22,30,0,0,N/A
2018,1,24,23,0,0,0,N/A
2018,1,24,23,30,0,0,N/A
2018,1,25,0,0,0,0,N/A
2018,1,25,0,30,0,0,N/A
2018,1,25,1,0,0,0,N/A
2018,1,25,1,30,0,0,N/A
2018,1,25,2,0,0,0,N/A
2018,1,25,2,30,0,0,N/A
2018,1,25,3,0,0,0,N/A
2018,1,25,3,30,0,0,N/A
2018,1,25,4,0,0,0,N/A
2018,1,25,4,30,0,0,N/A
2018,1,25,5,0,0,0,N/A
2018,1,25,5,30,0,0,N/A
2018,1,25,6,0,0,0,N/A
2018,1,25,6,30,0,0,N/A
2018,1,25,7,0,0,0,N/A
2018,1,25,7,30,11,4,N/A
2018,1,25,8,0,39,24,N/A
2018,1,25,8,30,74,334,N/A
2018,1,25,9,0,84,567,N/A
2018,1,25,9,30,87,685,N/A
2018,1,25,10,0,80,788,N/A
2018,1,25,10,30,83,828,N/A
2018,1,25,11,0,85,859,N/A
2018,1,25,11,30,159,471,N/A
2018,1,25,12,0,105,65,N/A
2018,1,25,12,30,123,118,N/A
2018,1,25,13,0,221,314,N/A
2018,1,25,13,30,186,417,N/A
2018,1,25,14,0,162,382,N/A
2018,1,25,14,30,145,167,N/A
2018,1,25,15,0,93,384,N/A
2018,1,25,15,30,80,642,N/A
2018,1,25,16,0,56,86,N/A
2018,1,25,16,30,34,105,N/A
2018,1,25,17,0,31,143,N/A
2018,1,25,17,30,2,4,N/A
2018,1,25,18,0,0,0,N/A
2018,1,25,18,30,0,0,N/A
2018,1,25,19,0,0,0,N/A
2018,1,25,19,30,0,0,N/A
2018,1,25,20,0,0,0,N/A
2018,1,25,20,30,0,0,N/A
2018,1,25,21,0,0,0,N/A
2018,1,25,21,30,0,0,N/A
2018,1,25,22,0,0,0,N/A
2018,1,25,22,30,0,0,N/A
2018,1,25,23,0,0,0,N/A
2018,1,25,23,30,0,0,N/A
2018,1,26,0,0,0,0,N/A
2018,1,26,0,30,0,0,N/A
2018,1,26,1,0,0,0,N/A
2018,1,26,1,30,0,0,N/A
2018,1,26,2,0,0,0,N/A
2018,1,26,2,30,0,0,N/A
2018,1,26,3,0,0,0,N/A
2018,1,26,3,30,0,0,N/A
2018,1,26,4,0,0,0,N/A
2018,1,26,4,30,0,0,N/A
2018,1,26,5,0,0,0,N/A
2018,1,26,5,30,0,0,N/A
2018,1,26,6,0,0,0,N/A
2018,1,26,6,30,0,0,N/A
2018,1,26,7,0,0,0,N/A
2018,1,26,7,30,19,138,N/A
2018,1,26,8,0,41,412,N/A
2018,1,26,8,30,55,585,N/A
2018,1,26,9,0,63,695,N/A
2018,1,26,9,30,70,770,N/A
2018,1,26,10,0,72,825,N/A
2018,1,26,10,30,76,858,N/A
2018,1,26,11,0,76,884,N/A
2018,1,26,11,30,78,896,N/A
2018,1,26,12,0,79,901,N/A
2018,1,26,12,30,81,897,N/A
2018,1,26,13,0,82,885,N/A
2018,1,26,13,30,81,873,N/A
2018,1,26,14,0,79,853,N/A
2018,1,26,14,30,80,796,N/A
2018,1,26,15,0,80,708,N/A
2018,1,26,15,30,111,328,N/A
2018,1,26,16,0,91,64,N/A
2018,1,26,16,30,58,64,N/A
2018,1,26,17,0,23,26,N/A
2018,1,26,17,30,3,18,N/A
2018,1,26,18,0,0,0,N/A
2018,1,26,18,30,0,0,N/A
2018,1,26,19,0,0,0,N/A
2018,1,26,19,30,0,0,N/A
2018,1,26,20,0,0,0,N/A
2018,1,26,20,30,0,0,N/A
2018,1,26,21,0,0,0,N/A
2018,1,26,21,30,0,0,N/A
2018,1,26,22,0,0,0,N/A
2018,1,26,22,30,0,0,N/A
2018,1,26,23,0,0,0,N/A
2018,1,26,23,30,0,0,N/A
2018,1,27,0,0,0,0,N/A
2018,1,27,0,30,0,0,N/A
2018,1,27,1,0,0,0,N/A
2018,1,27,1,30,0,0,N/A
2018,1,27,2,0,0,0,N/A
2018,1,27,2,30,0,0,N/A
2018,1,27,3,0,0,0,N/A
2018,1,27,3,30,0,0,N/A
2018,1,27,4,0,0,0,N/A
2018,1,27,4,30,0,0,N/A
2018,1,27,5,0,0,0,N/A
2018,1,27,5,30,0,0,N/A
2018,1,27,6,0,0,0,N/A
2018,1,27,6,30,0,0,N/A
2018,1,27,7,0,0,0,N/A
2018,1,27,7,30,14,28,N/A
2018,1,27,8,0,47,87,N/A
2018,1,27,8,30,79,199,N/A
2018,1,27,9,0,99,374,N/A
2018,1,27,9,30,65,768,N/A
2018,1,27,10,0,65,832,N/A
2018,1,27,10,30,68,863,N/A
2018,1,27,11,0,71,883,N/A
2018,1,27,11,30,82,857,N/A
2018,1,27,12,0,76,891,N/A
2018,1,27,12,30,103,801,N/A
2018,1,27,13,0,144,642,N/A
2018,1,27,13,30,121,688,N/A
2018,1,27,14,0,93,755,N/A
2018,1,27,14,30,68,838,N/A
2018,1,27,15,0,75,739,N/A
2018,1,27,15,30,75,610,N/A
2018,1,27,16,0,61,531,N/A
2018,1,27,16,30,49,368,N/A
2018,1,27,17,0,27,242,N/A
2018,1,27,17,30,4,22,N/A
2018,1,27,18,0,0,0,N/A
2018,1,27,18,30,0,0,N/A
2018,1,27,19,0,0,0,N/A
2018,1,27,19,30,0,0,N/A
2018,1,27,20,0,0,0,N/A
2018,1,27,20,30,0,0,N/A
2018,1,27,21,0,0,0,N/A
2018,1,27,21,30,0,0,N/A
2018,1,27,22,0,0,0,N/A
2018,1,27,22,30,0,0,N/A
2018,1,27,23,0,0,0,N/A
2018,1,27,23,30,0,0,N/A
2018,1,28,0,0,0,0,N/A
2018,1,28,0,30,0,0,N/A
2018,1,28,1,0,0,0,N/A
2018,1,28,1,30,0,0,N/A
2018,1,28,2,0,0,0,N/A
2018,1,28,2,30,0,0,N/A
2018,1,28,3,0,0,0,N/A
2018,1,28,3,30,0,0,N/A
2018,1,28,4,0,0,0,N/A
2018,1,28,4,30,0,0,N/A
2018,1,28,5,0,0,0,N/A
2018,1,28,5,30,0,0,N/A
2018,1,28,6,0,0,0,N/A
2018,1,28,6,30,0,0,N/A
2018,1,28,7,0,0,0,N/A
2018,1,28,7,30,19,180,N/A
2018,1,28,8,0,40,463,N/A
2018,1,28,8,30,52,624,N/A
2018,1,28,9,0,61,726,N/A
2018,1,28,9,30,66,801,N/A
2018,1,28,10,0,68,859,N/A
2018,1,28,10,30,71,892,N/A
2018,1,28,11,0,74,913,N/A
2018,1,28,11,30,75,927,N/A
2018,1,28,12,0,76,934,N/A
2018,1,28,12,30,76,934,N/A
2018,1,28,13,0,76,928,N/A
2018,1,28,13,30,75,918,N/A
2018,1,28,14,0,72,902,N/A
2018,1,28,14,30,70,874,N/A
2018,1,28,15,0,67,832,N/A
2018,1,28,15,30,60,782,N/A
2018,1,28,16,0,59,526,N/A
2018,1,28,16,30,43,262,N/A
2018,1,28,17,0,24,149,N/A
2018,1,28,17,30,2,15,N/A
2018,1,28,18,0,0,0,N/A
2018,1,28,18,30,0,0,N/A
2018,1,28,19,0,0,0,N/A
2018,1,28,19,30,0,0,N/A
2018,1,28,20,0,0,0,N/A
2018,1,28,20,30,0,0,N/A
2018,1,28,21,0,0,0,N/A
2018,1,28,21,30,0,0,N/A
2018,1,28,22,0,0,0,N/A
2018,1,28,22,30,0,0,N/A
2018,1,28,23,0,0,0,N/A
2018,1,28,23,30,0,0,N/A
2018,1,29,0,0,0,0,N/A
2018,1,29,0,30,0,0,N/A
2018,1,29,1,0,0,0,N/A
2018,1,29,1,30,0,0,N/A
2018,1,29,2,0,0,0,N/A
2018,1,29,2,30,0,0,N/A
2018,1,29,3,0,0,0,N/A
2018,1,29,3,30,0,0,N/A
2018,1,29,4,0,0,0,N/A
2018,1,29,4,30,0,0,N/A
2018,1,29,5,0,0,0,N/A
2018,1,29,5,30,0,0,N/A
2018,1,29,6,0,0,0,N/A
2018,1,29,6,30,0,0,N/A
2018,1,29,7,0,0,0,N/A
2018,1,29,7,30,10,6,N/A
2018,1,29,8,0,31,0,N/A
2018,1,29,8,30,56,0,N/A
2018,1,29,9,0,113,51,N/A
2018,1,29,9,30,143,49,N/A
2018,1,29,10,0,181,73,N/A
2018,1,29,10,30,213,122,N/A
2018,1,29,11,0,227,166,N/A
2018,1,29,11,30,210,25,N/A
2018,1,29,12,0,224,37,N/A
2018,1,29,12,30,231,127,N/A
2018,1,29,13,0,208,58,N/A
2018,1,29,13,30,199,37,N/A
2018,1,29,14,0,206,92,N/A
2018,1,29,14,30,179,311,N/A
2018,1,29,15,0,162,177,N/A
2018,1,29,15,30,126,149,N/A
2018,1,29,16,0,86,318,N/A
2018,1,29,16,30,58,245,N/A
2018,1,29,17,0,29,133,N/A
2018,1,29,17,30,5,32,N/A
2018,1,29,18,0,0,0,N/A
2018,1,29,18,30,0,0,N/A
2018,1,29,19,0,0,0,N/A
2018,1,29,19,30,0,0,N/A
2018,1,29,20,0,0,0,N/A
2018,1,29,20,30,0,0,N/A
2018,1,29,21,0,0,0,N/A
2018,1,29,21,30,0,0,N/A
2018,1,29,22,0,0,0,N/A
2018,1,29,22,30,0,0,N/A
2018,1,29,23,0,0,0,N/A
2018,1,29,23,30,0,0,N/A
2018,1,30,0,0,0,0,N/A
2018,1,30,0,30,0,0,N/A
2018,1,30,1,0,0,0,N/A
2018,1,30,1,30,0,0,N/A
2018,1,30,2,0,0,0,N/A
2018,1,30,2,30,0,0,N/A
2018,1,30,3,0,0,0,N/A
2018,1,30,3,30,0,0,N/A
2018,1,30,4,0,0,0,N/A
2018,1,30,4,30,0,0,N/A
2018,1,30,5,0,0,0,N/A
2018,1,30,5,30,0,0,N/A
2018,1,30,6,0,0,0,N/A
2018,1,30,6,30,0,0,N/A
2018,1,30,7,0,0,0,N/A
2018,1,30,7,30,18,118,N/A
2018,1,30,8,0,43,393,N/A
2018,1,30,8,30,62,463,N/A
2018,1,30,9,0,107,329,N/A
2018,1,30,9,30,120,453,N/A
2018,1,30,10,0,106,662,N/A
2018,1,30,10,30,145,563,N/A
2018,1,30,11,0,134,661,N/A
2018,1,30,11,30,84,877,N/A
